web-scraper-order,Street,full_address,PLZ,Ortschaftsname,Kantonskürzel,housenumber,strplz,address_geocoding,latitude,longitude
1672673926-34301,Via Ceresio 39A,"Via Ceresio 39A, 6963 Pregassona",6963,Pregassona,TI,39.0,6963,Via Ceresio 39A Pregassona,46.02116394042969,8.97375774383545
1672673272-29951,Via Vedo 3,"Via Vedo 3, 6963 Cureggia",6963,Pregassona,TI,3.0,6963,Via Vedo 3 Pregassona,46.02116394042969,8.97375774383545
1672673272-29952,Via vedo 3,"Via vedo 3, 6963 Cureggia",6963,Pregassona,TI,3.0,6900,Via vedo 3 Pregassona,46.001792907714844,8.94404125213623
1672673941-34412,Via Aprica 18,"Via Aprica 18, 6900 Lugano",6900,Lugano,TI,18.0,6965,Via Aprica 18 Lugano,46.05095672607422,8.988698959350586
1672673938-34382,Riva Caccia 1A,"Riva Caccia 1A, 6900 Lugano",6900,Lugano,TI,1.0,6932,Riva Caccia 1A Lugano,46.009281158447266,8.925307273864746
1672673941-34407,Via al Chioso 15,"Via al Chioso 15, 6900 Lugano",6900,Lugano,TI,15.0,6932,Via al Chioso 15 Lugano,46.00581741333008,8.924737930297852
1672673941-34408,Via al Ponte 5,"Via al Ponte 5, 6900 Lugano",6900,Lugano,TI,5.0,6932,Via al Ponte 5 Lugano,46.00581741333008,8.924737930297852
1672673819-33580,Via delle Scuole 15,"Via delle Scuole 15, 6900 Paradiso",6900,Lugano,TI,15.0,5436,Via delle Scuole 15 Lugano,47.439083099365234,8.367701530456543
1672673846-33780,Via Giacomo Mercoli 3,"Via Giacomo Mercoli 3, 6900 Lugano",6900,Lugano,TI,3.0,8605,Via Giacomo Mercoli 3 Lugano,47.385677337646484,8.718844413757324
1672673846-33782,Via Coremmo 1,"Via Coremmo 1, 6900 Lugano",6900,Lugano,TI,1.0,8605,Via Coremmo 1 Lugano,47.388282775878906,8.720287322998047
1672673849-33816,Via al Ponte 6,"Via al Ponte 6, 6900 Lugano",6900,Lugano,TI,6.0,8868,Via al Ponte 6 Lugano,47.11652755737305,9.060431480407715
1672673849-33819,via Brentani 17,"via Brentani 17, 6900 Lugano",6900,Lugano,TI,17.0,8867,via Brentani 17 Lugano,47.12723159790039,9.053755760192871
1672671762-22170,Riva Antonio Caccia 1,"Riva Antonio Caccia 1, 6900 Lugano",6900,Lugano,TI,1.0,5645,Riva Antonio Caccia 1 Lugano,47.18423080444336,8.371940612792969
1672671765-22185,Via 1,"Via 1, 6900 Lugano",6900,Lugano,TI,1.0,8840,Via 1 Lugano,47.14072036743164,8.74096393585205
1672671765-22196,6900,"6900, 6900 Lugano",6900,Lugano,TI,6900.0,5415,6900 Lugano,47.48747634887695,8.301338195800781
1672671768-22207,Strada San Maurizio 2,"Strada San Maurizio 2, 6900 Lugano",6900,Lugano,TI,2.0,1209,Strada San Maurizio 2 Lugano,46.22549819946289,6.123610973358154
1672671771-22220,portichetto 2,"portichetto 2, 6900 Lugano",6900,Lugano,TI,2.0,8340,portichetto 2 Lugano,47.29999542236328,8.842309951782227
1672672256-25402,Via Bregà 11,"Via Bregà 11, 6965 Cadro",6965,Cadro,TI,11.0,4104,Via Bregà 11 Cadro,47.52437973022461,7.558617115020752
1672673883-34031,Via Principale 4,"Via Principale 4, 6914 Carona",6914,Carona,TI,4.0,8608,Via Principale 4 Carona,47.2689323425293,8.81756591796875
1672672581-27542,Piazza Nosed 2,"Piazza Nosed 2, 6914 Carona",6914,Carona,TI,2.0,4125,Piazza Nosed 2 Carona,47.59468460083008,7.65544319152832
1672673938-34391,Str. di Gandria 28,"Str. di Gandria 28, 6976 Lugano",6976,Castagnola,TI,28.0,8134,Str. di Gandria 28 Castagnola,47.30880355834961,8.525081634521484
1672673474-31223,Via 1,"Via 1, 6976 Castagnola",6976,Castagnola,TI,1.0,6612,Via 1 Castagnola,46.1578483581543,8.779295921325684
1672673474-31227,Strada di Gandria 54,"Strada di Gandria 54, 6976 Castagnola",6976,Castagnola,TI,54.0,6612,Strada di Gandria 54 Castagnola,46.1573600769043,8.772784233093262
1672673477-31255,Via Belvedere 12,"Via Belvedere 12, 6976 Castagnola",6976,Castagnola,TI,12.0,7013,Via Belvedere 12 Castagnola,46.831764221191406,9.442270278930664
1672673477-31259,Via San Giorgio 7,"Via San Giorgio 7, 6976 Castagnola",6976,Castagnola,TI,7.0,7013,Via San Giorgio 7 Castagnola,46.83599090576172,9.445222854614258
1672672231-25220,Strada di Gandria 54,"Strada di Gandria 54, 6976 Castagnola",6976,Castagnola,TI,54.0,6925,Strada di Gandria 54 Castagnola,45.992679595947266,8.935127258300781
1672672234-25258,Via 1,"Via 1, 6976 Castagnola",6976,Castagnola,TI,1.0,6925,Via 1 Castagnola,45.99118423461914,8.930818557739258
1672672446-26699,Via Rava 2,"Via Rava 2, 6974 Aldesago",6974,Aldesago,TI,2.0,1233,Via Rava 2 Aldesago,46.1640739440918,6.057878017425537
1672673681-32609,Via Pree 2,"Via Pree 2, 6917 Barbengo",6917,Barbengo,TI,2.0,7270,Via Pree 2 Barbengo,46.78974914550781,9.820093154907227
1672673962-34542,Via Camara 41,"Via Camara 41, 6932 Breganzona",6932,Breganzona,TI,41.0,7265,Via Camara 41 Breganzona,46.840538024902344,9.871682167053223
1672673568-31821,Via dei casagrande 12,"Via dei casagrande 12, 6932 Breganzona",6932,Breganzona,TI,12.0,7260,Via dei casagrande 12 Breganzona,46.805686950683594,9.836575508117676
1672673568-31828,Via Pradello 29,"Via Pradello 29, 6932 Breganzona",6932,Breganzona,TI,29.0,7152,Via Pradello 29 Breganzona,46.789730072021484,9.253036499023438
1672673571-31846,Vicolo dei Conti 6,"Vicolo dei Conti 6, 6932 Breganzona",6932,Breganzona,TI,6.0,9533,Vicolo dei Conti 6 Breganzona,47.41484832763672,9.044005393981934
1672673571-31847,Via Pradello 29,"Via Pradello 29, 6932 Breganzona",6932,Breganzona,TI,29.0,9533,Via Pradello 29 Breganzona,47.411712646484375,9.035089492797852
1672673571-31849,Via Rovere 7,"Via Rovere 7, 6932 Breganzona",6932,Breganzona,TI,7.0,9602,Via Rovere 7 Breganzona,47.411739349365234,9.063674926757812
1672673571-31857,Via Pradello 29,"Via Pradello 29, 6932 Breganzona",6932,Breganzona,TI,29.0,6600,Via Pradello 29 Breganzona,46.17063522338867,8.791938781738281
1672672305-25720,Via Casarico 21,"Via Casarico 21, 6932 Breganzona",6932,Breganzona,TI,21.0,8107,Via Casarico 21 Breganzona,47.45209503173828,8.429142951965332
1672672305-25723,Via Prada 7,"Via Prada 7, 6932 Breganzona",6932,Breganzona,TI,7.0,8107,Via Prada 7 Breganzona,47.45977783203125,8.436321258544922
1672672305-25728,Via 1,"Via 1, 6932 Breganzona",6932,Breganzona,TI,1.0,8952,Via 1 Breganzona,47.39527893066406,8.466151237487793
1672672305-25731,Via 1,"Via 1, 6932 Breganzona",6932,Breganzona,TI,1.0,6048,Via 1 Breganzona,47.02288055419922,8.320352554321289
1672672046-24018,Via Tessera 20,"Via Tessera 20, 6918 Figino",6918,Figino,TI,20.0,8706,Via Tessera 20 Figino,47.274444580078125,8.626388549804688
1672673249-29798,Ra Cúrta 1,"Ra Cúrta 1, 6967 Dino",6967,Dino,TI,1.0,3963,Ra Cúrta 1 Dino,46.30429458618164,7.454182147979736
1672672099-24360,Via Belvedere 2E,"Via Belvedere 2E, 6964 Davesco-Soragno",6964,Davesco-Soragno,TI,2.0,3963,Via Belvedere 2E Davesco-Soragno,46.31202697753906,7.488048076629639
1672671553-20828,Strada dal Pozz 7,"Strada dal Pozz 7, 6915 Pambio-Noranco",6915,Pambio-Noranco,TI,7.0,3963,Strada dal Pozz 7 Pambio-Noranco,46.30739212036133,7.468123912811279
1672672245-25333,Via 1,"Via 1, 6913 Carabbia",6913,Carabbia,TI,1.0,3963,Via 1 Carabbia,46.302978515625,7.471367359161377
1672672554-27387,Neuensteigweg 10,"Neuensteigweg 10, 9424 Rheineck",9424,Rheineck,SG,10.0,3960,Neuensteigweg 10 Rheineck,46.29304122924805,7.528608798980713
1672673935-34370,Fabrikstrasse 16,"Fabrikstrasse 16, 8887 Mels",8887,Mels,SG,16.0,9506,Fabrikstrasse 16 Mels,47.51820755004883,9.000743865966797
1672673935-34367,Fabrikstrasse 16,"Fabrikstrasse 16, 8887 Mels",8887,Mels,SG,16.0,9506,Fabrikstrasse 16 Mels,47.517486572265625,8.995514869689941
1672673935-34368,Fabrikstrasse 16,"Fabrikstrasse 16, 8887 Mels",8887,Mels,SG,16.0,9506,Fabrikstrasse 16 Mels,47.51643753051758,8.99131965637207
1672673935-34369,Fabrikstrasse 16,"Fabrikstrasse 16, 8887 Mels",8887,Mels,SG,16.0,7505,Fabrikstrasse 16 Mels,46.513397216796875,9.85593032836914
1672671710-21831,Winkelstrasse 45,"Winkelstrasse 45, 8887 Mels",8887,Mels,SG,45.0,7505,Winkelstrasse 45 Mels,46.51085662841797,9.858799934387207
1672672499-27038,Feldackerstrasse 52,"Feldackerstrasse 52, 8887 Mels",8887,Mels,SG,52.0,7505,Feldackerstrasse 52 Mels,46.51103591918945,9.856090545654297
1672673225-29621,Route de Vallaire 2,"Route de Vallaire 2, 1024 Ecublens VD",1024,Ecublens VD,VD,2.0,2300,Route de Vallaire 2 Ecublens VD,47.09278106689453,6.830201625823975
1672673229-29648,Chemin de Veilloud 13,"Chemin de Veilloud 13, 1024 Ecublens VD",1024,Ecublens VD,VD,13.0,6834,Chemin de Veilloud 13 Ecublens VD,45.85177993774414,9.019233703613281
1672672079-24236,Ormet 64,"Ormet 64, 1024 Ecublens VD",1024,Ecublens VD,VD,64.0,9212,Ormet 64 Ecublens VD,47.44112014770508,9.260997772216797
1672671703-21784,Via 1,"Via 1, 6850 Mendrisio",6850,Mendrisio,TI,1.0,8737,Via 1 Mendrisio,47.233280181884766,9.021327018737793
1672671707-21815,Via Vecchio Pretorio 5,"Via Vecchio Pretorio 5, 6850 Mendrisio",6850,Mendrisio,TI,5.0,8953,Via Vecchio Pretorio 5 Mendrisio,47.40584182739258,8.401849746704102
1672671707-21818,Via Agostino Nizzola 2,"Via Agostino Nizzola 2, 6850 Mendrisio",6850,Mendrisio,TI,2.0,8953,Via Agostino Nizzola 2 Mendrisio,47.400272369384766,8.4065580368042
1672673137-29080,Via Campagnola 22,"Via Campagnola 22/B, 6852 Genestrerio",6852,Genestrerio,TI,22.0,8953,Via Campagnola 22 Genestrerio,47.40833282470703,8.405891418457031
1672673141-29116,Via Campagnola 22,"Via Campagnola 22/b, 6852 Genestrerio",6852,Genestrerio,TI,22.0,6933,Via Campagnola 22 Genestrerio,46.000244140625,8.9204740524292
1672673141-29117,Via Campagnola 22,"Via Campagnola 22/b, 6852 Genestrerio",6852,Genestrerio,TI,22.0,6933,Via Campagnola 22 Genestrerio,46.00048065185547,8.919126510620117
1672673141-29118,Via Campagnola 22,"Via Campagnola 22/b, 6852 Genestrerio",6852,Genestrerio,TI,22.0,6933,Via Campagnola 22 Genestrerio,45.99810791015625,8.924260139465332
1672672010-23791,Via Campagnola 22,"Via Campagnola 22/B, 6852 Genestrerio",6852,Genestrerio,TI,22.0,5626,Via Campagnola 22 Genestrerio,47.332977294921875,8.339527130126953
1672672484-26930,Via E.Bossi 50,"Via E.Bossi 50, 6862 Rancate",6862,Rancate,TI,50.0,1630,Via E.Bossi 50 Rancate,46.62322998046875,7.075433731079102
1672673976-34643,Route de Fontanivent 39,"Route de Fontanivent 39, 1817 Brent",1817,Brent,VD,39.0,1630,Route de Fontanivent 39 Brent,46.62256622314453,7.063138484954834
1672673979-34663,Route de Fontanivent 39,"Route de Fontanivent 39, 1817 Brent",1817,Brent,VD,39.0,1630,Route de Fontanivent 39 Brent,46.62291717529297,7.064867973327637
1672673407-30804,Chemin du Pierrier 5,"Chemin du Pierrier 5, 1815 Clarens",1815,Clarens,VD,5.0,2540,Chemin du Pierrier 5 Clarens,47.19192886352539,7.400039196014404
1672672180-24905,Ruelle de Planchamp-Dessous 9,"Ruelle de Planchamp-Dessous 9, 1815 Clarens",1815,Clarens,VD,9.0,5442,Ruelle de Planchamp-Dessous 9 Clarens,47.43981170654297,8.291731834411621
1672673944-34424,Breitenbachstrasse 28,"Breitenbachstrasse 28, 4242 Laufen",4242,Laufen,BL,28.0,6525,Breitenbachstrasse 28 Laufen,46.23321533203125,9.021425247192383
1672673944-34425,Breitenbachstrasse 28,"Breitenbachstrasse 28, 4242 Laufen",4242,Laufen,BL,28.0,8636,Breitenbachstrasse 28 Laufen,47.27445983886719,8.920184135437012
1672673853-33826,Delsbergerstrasse 52,"Delsbergerstrasse 52, 4242 Laufen",4242,Laufen,BL,52.0,8637,Delsbergerstrasse 52 Laufen,47.26592254638672,8.932419776916504
1672672568-27466,Sankt Martinsweg 7,"Sankt Martinsweg 7, 4242 Laufen",4242,Laufen,BL,7.0,8637,Sankt Martinsweg 7 Laufen,47.26683044433594,8.927092552185059
1672671846-22681,Jurastrasse 47,"Jurastrasse 47, 4242 Laufen",4242,Laufen,BL,47.0,6833,Jurastrasse 47 Laufen,45.84064483642578,9.030498504638672
1672671846-22685,Röschenzstrasse 24,"Röschenzstrasse 24, 4242 Laufen",4242,Laufen,BL,24.0,6596,Röschenzstrasse 24 Laufen,46.182044982910156,8.859394073486328
1672673973-34623,Rütiweg 2,"Rütiweg 2, 3072 Ostermundigen",3072,Ostermundigen,BE,2.0,6596,Rütiweg 2 Ostermundigen,46.18115234375,8.876298904418945
1672673973-34624,Rütiweg 2,"Rütiweg 2, 3072 Ostermundigen",3072,Ostermundigen,BE,2.0,6596,Rütiweg 2 Ostermundigen,46.182743072509766,8.86660385131836
1672673973-34622,Rütiweg 2,"Rütiweg 2, 3072 Ostermundigen",3072,Ostermundigen,BE,2.0,5420,Rütiweg 2 Ostermundigen,47.50374984741211,8.346521377563477
1672673914-34229,Hauptstrasse 23,"Hauptstrasse 23, 8274 Tägerwilen",8274,Gottlieben,TG,23.0,5420,Hauptstrasse 23 Gottlieben,47.496917724609375,8.340130805969238
1672673914-34228,Hauptstrasse 23,"Hauptstrasse 23, 8274 Tägerwilen",8274,Gottlieben,TG,23.0,5420,Hauptstrasse 23 Gottlieben,47.50221252441406,8.34295654296875
1672673799-33440,Hauptstrasse 23,"Hauptstrasse 23, 8274 Tägerwilen",8274,Gottlieben,TG,23.0,5420,Hauptstrasse 23 Gottlieben,47.4973258972168,8.340518951416016
1672673801-33477,Hauptstrasse 23,"Hauptstrasse 23, 8274 Tägerwilen",8274,Gottlieben,TG,23.0,6998,Hauptstrasse 23 Gottlieben,45.99359130859375,8.821565628051758
1672673801-33478,Hauptstrasse 23,"Hauptstrasse 23, 8274 Tägerwilen",8274,Gottlieben,TG,23.0,6998,Hauptstrasse 23 Gottlieben,45.996124267578125,8.803498268127441
1672673801-33479,Hauptstrasse 23,"Hauptstrasse 23, 8274 Tägerwilen",8274,Gottlieben,TG,23.0,6980,Hauptstrasse 23 Gottlieben,45.99349594116211,8.839385032653809
1672673932-34355,Bergstrasse 27,"Bergstrasse 27, 5036 Oberentfelden",5036,Oberentfelden,AG,27.0,9320,Bergstrasse 27 Oberentfelden,47.529869079589844,9.402791023254395
1672673932-34356,Bergstrasse 27,"Bergstrasse 27, 5036 Oberentfelden",5036,Oberentfelden,AG,27.0,9320,Bergstrasse 27 Oberentfelden,47.52299499511719,9.409835815429688
1672673965-34564,Büchelstrasse 19a,"Büchelstrasse 19a, 8717 Benken SG",8717,Benken SG,SG,19.0,9320,Büchelstrasse 19a Benken SG,47.51053237915039,9.432323455810547
1672673631-32277,Schönaustrasse 2,"Schönaustrasse 2, 8717 Benken SG",8717,Benken SG,SG,2.0,9320,Schönaustrasse 2 Benken SG,47.52104949951172,9.424721717834473
1672672362-26109,Grünaustrasse 1,"Grünaustrasse 1, 8717 Benken",8717,Benken SG,SG,1.0,9320,Grünaustrasse 1 Benken SG,47.51674270629883,9.431374549865723
1672672362-26110,Grünaustrasse 3,"Grünaustrasse 3, 8717 Benken SG",8717,Benken SG,SG,3.0,9320,Grünaustrasse 3 Benken SG,47.51615905761719,9.435985565185547
1672672362-26112,Büchelstrasse 10,"Büchelstrasse 10, 8717 Benken SG",8717,Benken SG,SG,10.0,6830,Büchelstrasse 10 Benken SG,45.83247375488281,9.019761085510254
1672672542-27311,Trottenweg 10,"Trottenweg 10, 5610 Wohlen",5610,Wohlen AG,AG,10.0,6830,Trottenweg 10 Wohlen AG,45.834354400634766,9.030840873718262
1672673750-33117,Kesselackerstrasse 16,"Kesselackerstrasse 16, 5611 Anglikon",5611,Anglikon,AG,16.0,6830,Kesselackerstrasse 16 Anglikon,45.834354400634766,9.030840873718262
1672672433-26609,Unterdorfstrasse 18,"Unterdorfstrasse 18, 5611 Anglikon",5611,Anglikon,AG,18.0,6830,Unterdorfstrasse 18 Anglikon,45.836605072021484,9.032498359680176
1672673024-28315,Winterthurerstrasse 32,"Winterthurerstrasse 32, 8605 Gutenswil",8605,Gutenswil,ZH,32.0,6830,Winterthurerstrasse 32 Gutenswil,45.834354400634766,9.030840873718262
1672673024-28316,Egggasse 8,"Egggasse 8, 8605 Gutenswil",8605,Gutenswil,ZH,8.0,6830,Egggasse 8 Gutenswil,45.834354400634766,9.030840873718262
1672673024-28317,Winterthurerstrasse 32,"Winterthurerstrasse 32, 8605 Gutenswil",8605,Gutenswil,ZH,32.0,6830,Winterthurerstrasse 32 Gutenswil,45.833648681640625,9.023838996887207
1672673024-28318,Winterthurerstrasse 32,"Winterthurerstrasse 32, 8605 Gutenswil",8605,Gutenswil,ZH,32.0,6830,Winterthurerstrasse 32 Gutenswil,45.82920455932617,9.033376693725586
1672671935-23308,Hauflandweg 21,"Hauflandweg 21, 8605 Gutenswil",8605,Gutenswil,ZH,21.0,6832,Hauflandweg 21 Gutenswil,45.82769012451172,9.01147747039795
1672673920-34268,Sanggenbühl 18,"Sanggenbühl 18, 3655 Sigriswil",3655,Sigriswil,BE,18.0,5619,Sanggenbühl 18 Sigriswil,47.32942581176758,8.273652076721191
1672672985-28027,Haldenweg 11b,"Haldenweg 11b, 3656 Hünibach",3656,Tschingel ob Gunten,BE,11.0,5619,Haldenweg 11b Tschingel ob Gunten,47.32935333251953,8.272757530212402
1672673926-34312,Schönenbachstrasse 15,"Schönenbachstrasse 15, 4153 Reinach BL",4153,Reinach BL,BL,15.0,5619,Schönenbachstrasse 15 Reinach BL,47.32935333251953,8.272757530212402
1672673926-34310,In der Haselmatte 4,"In der Haselmatte 4, 4153 Reinach BL",4153,Reinach BL,BL,4.0,5619,In der Haselmatte 4 Reinach BL,47.32935333251953,8.272757530212402
1672671593-21097,Unterdorf 5,"Unterdorf 5, 8752 Näfels",8752,Näfels,GL,5.0,8308,Unterdorf 5 Näfels,47.40638732910156,8.717824935913086
1672671593-21099,Giessenbrücke 17a,"Giessenbrücke 17a, 8752 Näfels",8752,Näfels,GL,17.0,8308,Giessenbrücke 17a Näfels,47.40638732910156,8.717824935913086
1672672340-25960,Holdernstrasse 17,"Holdernstrasse 17, 8865 Bilten",8865,Bilten,GL,17.0,8307,Holdernstrasse 17 Bilten,47.43017578125,8.692014694213867
1672672340-25962,Am Bach 9,"Am Bach 9, 8865 Bilten",8865,Bilten,GL,9.0,8917,Am Bach 9 Bilten,47.312435150146484,8.390932083129883
1672672558-27406,Im Giessen 15a,"Im Giessen 15a, 8868 Oberurnen",8868,Oberurnen,GL,15.0,8536,Im Giessen 15a Oberurnen,47.6087760925293,8.872184753417969
1672672558-27407,Weidstrasse 1b,"Weidstrasse 1b, 8868 Oberurnen",8868,Oberurnen,GL,1.0,8536,Weidstrasse 1b Oberurnen,47.6087760925293,8.872184753417969
1672671577-20982,Dorf 7,"Dorf 7, 8758 Obstalden",8758,Obstalden,GL,7.0,8536,Dorf 7 Obstalden,47.6087760925293,8.872184753417969
1672671602-21144,Badstrasse 29,"Badstrasse 29, 8867 Niederurnen",8867,Niederurnen,GL,29.0,8536,Badstrasse 29 Niederurnen,47.6087760925293,8.872184753417969
1672671602-21145,Zindelwiese 4,"Zindelwiese 4, 8867 Niederurnen",8867,Niederurnen,GL,4.0,8537,Zindelwiese 4 Niederurnen,47.627227783203125,8.829261779785156
1672673948-34453,Mülibüüne 8,"Mülibüüne 8, 3422 Kirchberg BE",3422,Kirchberg BE,BE,8.0,5024,Mülibüüne 8 Kirchberg BE,47.40418243408203,8.04920482635498
1672673768-33231,Neumattstrasse 33,"Neumattstrasse 33, 3422 Alchenflüh",3422,Kirchberg BE,BE,33.0,5024,Neumattstrasse 33 Kirchberg BE,47.405059814453125,8.051355361938477
1672671883-22952,Bütikofenstrasse 3,"Bütikofenstrasse 3, 3422 Kirchberg BE",3422,Kirchberg BE,BE,3.0,5024,Bütikofenstrasse 3 Kirchberg BE,47.40423583984375,8.04997730255127
1672673908-34185,Dorfstrasse 18,"Dorfstrasse 18, 8185 Winkel",8185,Winkel,ZH,18.0,7180,Dorfstrasse 18 Winkel,46.7163200378418,8.896571159362793
1672673962-34547,Rebmoosweg 9,"Rebmoosweg 9, 5200 Brugg AG",5200,Brugg AG,AG,9.0,8400,Rebmoosweg 9 Brugg AG,47.50956726074219,8.725560188293457
1672673550-31706,Zurzacherstrasse 70,"Zurzacherstrasse 70, 5200 Brugg",5200,Brugg AG,AG,70.0,8405,Zurzacherstrasse 70 Brugg AG,47.48676300048828,8.764923095703125
1672673550-31707,Süssbachweg 2,"Süssbachweg 2, 5200 Brugg AG",5200,Brugg AG,AG,2.0,8405,Süssbachweg 2 Brugg AG,47.48584747314453,8.773406982421875
1672673550-31708,Dorfstrasse 43,"Dorfstrasse 43, 5200 Brugg AG",5200,Brugg AG,AG,43.0,8405,Dorfstrasse 43 Brugg AG,47.46280288696289,8.777587890625
1672673550-31709,Promenade 26,"Promenade 26, 5200 Brugg AG",5200,Brugg AG,AG,26.0,8404,Promenade 26 Brugg AG,47.51913070678711,8.762249946594238
1672672455-26752,Abtwilerstrasse 1,"Abtwilerstrasse 1, 5645 Aettenschwil",5645,Aettenschwil,AG,1.0,6594,Abtwilerstrasse 1 Aettenschwil,46.148597717285156,8.923791885375977
1672672455-26753,Abtwilerstrasse 1,"Abtwilerstrasse 1, 5645 Aettenschwil",5645,Aettenschwil,AG,1.0,6578,Abtwilerstrasse 1 Aettenschwil,46.106361389160156,8.765618324279785
1672673917-34253,Schulwiesstrasse 3,"Schulwiesstrasse 3, 8162 Steinmaur",8162,Steinmaur,ZH,3.0,5736,Schulwiesstrasse 3 Steinmaur,47.23384094238281,8.179609298706055
1672673917-34254,Schulwiesstrasse 3,"Schulwiesstrasse 3, 8162 Steinmaur",8162,Steinmaur,ZH,3.0,5736,Schulwiesstrasse 3 Steinmaur,47.239505767822266,8.180316925048828
1672673917-34252,Schulwiesstrasse 3,"Schulwiesstrasse 3, 8162 Steinmaur",8162,Steinmaur,ZH,3.0,8344,Schulwiesstrasse 3 Steinmaur,47.33777618408203,8.847041130065918
1672673920-34277,Via Cortivallo 26,"Via Cortivallo 26, 6924 Sorengo",6924,Sorengo,TI,26.0,8344,Via Cortivallo 26 Sorengo,47.337013244628906,8.853507041931152
1672673932-34345,Wilerstrasse 33,"Wilerstrasse 33, 9542 Münchwilen TG",9542,Münchwilen TG,TG,33.0,8344,Wilerstrasse 33 Münchwilen TG,47.35095977783203,8.866284370422363
1672671616-21255,Rebenacker 25,"Rebenacker 25, 9542 Münchwilen TG",9542,Münchwilen TG,TG,25.0,8344,Rebenacker 25 Münchwilen TG,47.33979415893555,8.849359512329102
1672671821-22534,Grabenstrasse 16,"Grabenstrasse 16, 5426 Lengnau AG",5426,Lengnau AG,AG,16.0,1092,Grabenstrasse 16 Lengnau AG,46.519775390625,6.680387020111084
1672673957-34518,Rappenmööslistrasse 30,"Rappenmööslistrasse 30, 8840 Einsiedeln",8840,Einsiedeln,SZ,30.0,1092,Rappenmööslistrasse 30 Einsiedeln,46.52397537231445,6.679244041442871
1672673218-29595,Austrasse 3c,"Austrasse 3c, 8840 Einsiedeln",8840,Einsiedeln,SZ,3.0,3902,Austrasse 3c Einsiedeln,46.312557220458984,7.986860275268555
1672673218-29596,Schnabelsbergstrasse 57,"Schnabelsbergstrasse 57, 8840 Einsiedeln",8840,Einsiedeln,SZ,57.0,3902,Schnabelsbergstrasse 57 Einsiedeln,46.31106185913086,7.972832679748535
1672673034-28396,Grosserstrasse 61,"Grosserstrasse 61, 8841 Gross SZ",8841,Gross,SZ,61.0,8187,Grosserstrasse 61 Gross,47.55391311645508,8.44381046295166
1672673192-29438,Euthalerstrasse 11,"Euthalerstrasse 11, 8844 Euthal",8844,Euthal,SZ,11.0,8842,Euthalerstrasse 11 Euthal,47.05937576293945,8.803988456726074
1672673192-29439,Euthalerstrasse 11,"Euthalerstrasse 11, 8844 Euthal",8844,Euthal,SZ,11.0,6033,Euthalerstrasse 11 Euthal,47.09349822998047,8.339210510253906
1672673920-34261,Schützenmattweg 3,"Schützenmattweg 3, 5040 Schöftland",5040,Schöftland,AG,3.0,6517,Schützenmattweg 3 Schöftland,46.21318054199219,9.048541069030762
1672673807-33505,Hermenweg 6,"Hermenweg 6, 5040 Schöftland",5040,Schöftland,AG,6.0,6517,Hermenweg 6 Schöftland,46.21318054199219,9.048541069030762
1672673962-34553,Hauptstrasse 11A,"Hauptstrasse 11A, 8371 Busswil TG",8371,Busswil TG,TG,11.0,6517,Hauptstrasse 11A Busswil TG,46.21318054199219,9.048541069030762
1672673531-31580,Hauptstrasse 11A,"Hauptstrasse 11A, 8371 Busswil TG",8371,Busswil TG,TG,11.0,6517,Hauptstrasse 11A Busswil TG,46.21318054199219,9.048541069030762
1672671580-21000,Yumo-Park 2,"Yumo-Park 2, 5415 Obersiggenthal / Nussbaumen bei Baden",5415,Nussbaumen AG,AG,2.0,9050,Yumo-Park 2 Nussbaumen AG,47.33092498779297,9.397801399230957
1672672545-27323,Bauhaldenstrasse 27a,"Bauhaldenstrasse 27a, 5417 Untersiggenthal",5417,Untersiggenthal,AG,27.0,9050,Bauhaldenstrasse 27a Untersiggenthal,47.332618713378906,9.3953275680542
1672673125-29013,Allée Pic-Pic 2,"Allée Pic-Pic 2, 1203 Genève",1203,Genève,GE,2.0,4055,Allée Pic-Pic 2 Genève,47.55767059326172,7.5770463943481445
1672673954-34496,Rue de la Cloche 6,"Rue de la Cloche 6, 1201 Genève",1201,Genève,GE,6.0,4055,Rue de la Cloche 6 Genève,47.559547424316406,7.573273658752441
1672673954-34497,Rue de la Cloche 6,"Rue de la Cloche 6, 1201 Genève",1201,Genève,GE,6.0,4053,Rue de la Cloche 6 Genève,47.54043960571289,7.5875959396362305
1672673131-29051,Quai du Seujet 12,"Quai du Seujet 12, 1201 Genève",1201,Genève,GE,12.0,8172,Quai du Seujet 12 Genève,47.491939544677734,8.501553535461426
1672673128-29035,9130405,"9130405, 1202 Genève",1202,Genève,GE,9130405.0,6043,9130405 Genève,47.075958251953125,8.360583305358887
1672673119-28961,Avenue de Miremont 26,"Avenue de Miremont 26, 1206 Genève",1206,Genève,GE,26.0,7250,Avenue de Miremont 26 Genève,46.8714485168457,9.882102012634277
1672673971-34619,Birseckstrasse 41,"Birseckstrasse 41, 4144 Arlesheim",4144,Arlesheim,BL,41.0,8722,Birseckstrasse 41 Arlesheim,47.21335220336914,9.022339820861816
1672673968-34580,Birseckstrasse 41,"Birseckstrasse 41, 4144 Arlesheim",4144,Arlesheim,BL,41.0,3718,Birseckstrasse 41 Arlesheim,46.49909210205078,7.673626899719238
1672673722-32912,General Guisan-Strasse 22,"General Guisan-Strasse 22, 4144 Arlesheim",4144,Arlesheim,BL,22.0,3718,General Guisan-Strasse 22 Arlesheim,46.49795913696289,7.677029132843018
